dataset,category,raw_label,raw_name,broden_label,broden_name
ade20k,object,487,cheese,0,-
ade20k,object,488,cheese dish,0,-
ade20k,object,489,chess,0,-
ade20k,object,490,chest,219,chest
ade20k,object,491,chest of drawers;chest;bureau;dresser,85,chest of drawers
ade20k,object,492,chick,0,-
ade20k,object,493,chicken,0,-
ade20k,object,494,chicks,0,-
ade20k,object,495,chimney,335,chimney
ade20k,object,496,chimneys,335,chimney
ade20k,object,497,chinese lantern,0,-
ade20k,object,498,chip,0,-
ade20k,object,499,chippings,0,-
ade20k,object,500,chips,0,-
ade20k,object,501,chocolate,0,-
ade20k,object,502,chocolates,0,-
ade20k,object,503,chopping board;cutting board,0,-
ade20k,object,504,chopstick,0,-
ade20k,object,505,chorizo,0,-
ade20k,object,506,chorizos,0,-
ade20k,object,507,christmas lights,0,-
ade20k,object,508,christmas tree,0,-
ade20k,object,509,church,0,-
ade20k,object,510,chute,0,-
ade20k,object,511,cigar box,0,-
ade20k,object,512,cigarette,0,-
ade20k,object,513,cigarette packet,0,-
ade20k,object,514,cigarettes,0,-
ade20k,object,515,ciment mixer,0,-
ade20k,object,516,circular saw,0,-
ade20k,object,519,cistern;water tank,0,-
ade20k,object,520,city,0,-
ade20k,object,522,clamp lamp,0,-
ade20k,object,523,clams,0,-
ade20k,object,524,cliff;drop;drop-off,0,-
ade20k,object,526,climbing frame,0,-
ade20k,object,527,clip,0,-
ade20k,object,528,clipboard,0,-
ade20k,object,529,cloak,0,-
ade20k,object,530,clock,54,clock
ade20k,object,532,clock radio,0,-
ade20k,object,533,closet,113,wardrobe
ade20k,object,534,closet rod,0,-
ade20k,object,536,cloth material,0,-
ade20k,object,537,clothes hanging,0,-
ade20k,object,538,clothes horse,0,-
ade20k,object,539,clothes stand,0,-
ade20k,object,540,clothespin,0,-
ade20k,object,541,clothing,0,-
ade20k,object,542,clothing rack,0,-
ade20k,object,545,club,0,-
ade20k,object,546,clubs,0,-
ade20k,object,547,clutch pedal,0,-
ade20k,object,549,coaster,0,-
ade20k,object,550,coasters,0,-
ade20k,object,551,coastline,0,-
ade20k,object,552,coat,0,-
ade20k,object,553,coat of arms,0,-
ade20k,object,554,coat rack,0,-
ade20k,object,555,coat stand,0,-
ade20k,object,556,coats,0,-
ade20k,object,557,cobbles,0,-
ade20k,object,558,cock,0,-
ade20k,object,559,cockpit,0,-
ade20k,object,560,cockpot,0,-
ade20k,object,561,cocktail shaker,0,-
ade20k,object,562,coconut,0,-
ade20k,object,563,coconuts,0,-
ade20k,object,564,coffee,0,-
ade20k,object,565,coffee cup,0,-
ade20k,object,566,coffee cup rack,0,-
ade20k,object,567,coffee cups,0,-
ade20k,object,568,coffee grinder,0,-
ade20k,object,569,coffee maker,174,coffee maker
ade20k,object,570,coffee pot,0,-
ade20k,object,571,coffee table;cocktail table,59,coffee table
ade20k,object,572,coffin,0,-
ade20k,object,573,colander,0,-
ade20k,object,574,cold storage,0,-
ade20k,object,575,cold storage door,0,-
ade20k,object,576,cold store,0,-
ade20k,object,577,colour board,0,-
ade20k,object,578,columbarium,0,-
ade20k,object,579,columbarium niche,0,-
ade20k,object,581,column;pillar,56,column
ade20k,object,583,comb,0,-
ade20k,object,584,comforter,0,-
ade20k,object,585,comic strip,0,-
ade20k,object,586,compact discs,0,-
ade20k,object,587,compartment,0,-
ade20k,object,588,compas,0,-
ade20k,object,590,computer console,0,-
ade20k,object,591,computer;computing machine;computing device;data processor;electronic computer;information processing system,117,computer
ade20k,object,592,confessional booth,0,-
ade20k,object,593,console,231,console table
ade20k,object,594,console table;console,231,console table
ade20k,object,595,construction equipment,0,-
ade20k,object,596,contact lens case,0,-
ade20k,object,597,container,152,container
ade20k,object,598,containers,152,container
ade20k,object,599,contrabass,0,-
ade20k,object,601,control cabinet,0,-
ade20k,object,602,control panel,0,-
ade20k,object,603,control panel;instrument panel;control board;board;panel,0,-
ade20k,object,604,control panels,0,-
ade20k,object,605,control room,0,-
ade20k,object,606,control table,0,-
ade20k,object,607,control tower,0,-
ade20k,object,608,controls,0,-
ade20k,object,609,conveyer belt;conveyor belt;conveyer;conveyor;transporter,311,conveyer belt
ade20k,object,610,cooker,0,-
ade20k,object,611,cookie,0,-
ade20k,object,612,cookies,0,-
ade20k,object,613,cool box,0,-
ade20k,object,614,cooler,0,-
ade20k,object,615,coop,0,-
ade20k,object,616,copier,0,-
ade20k,object,617,coral,0,-
ade20k,object,619,cords,0,-
ade20k,object,620,cork,0,-
ade20k,object,621,cork stopper,0,-
ade20k,object,622,corkscrew,0,-
ade20k,object,626,cornice,0,-
ade20k,object,627,counter,112,counter
ade20k,object,628,counters,112,counter
ade20k,object,629,countertop,126,countertop
ade20k,object,630,counterweight,0,-
ade20k,object,631,court,316,court
ade20k,object,632,courts,316,court
ade20k,object,633,cove,0,-
ade20k,object,634,cover,0,-
ade20k,object,635,cover curtain,0,-
ade20k,object,636,covered bridge,0,-
ade20k,object,637,covered wagon,0,-
ade20k,object,638,cow;moo-cow,142,cow
ade20k,object,639,cowbell,0,-
ade20k,object,640,cows,142,cow
ade20k,object,641,crackers,0,-
ade20k,object,642,cradle,269,cradle
ade20k,object,643,crane,223,crane
ade20k,object,644,crane scrapping,0,-
ade20k,object,645,crane truck,0,-
ade20k,object,646,cranes,223,crane
ade20k,object,647,crank,0,-
ade20k,object,648,craps table,0,-
ade20k,object,649,crate,0,-
ade20k,object,650,crater,0,-
ade20k,object,651,crates,0,-
ade20k,object,652,cream,0,-
ade20k,object,653,cream tube,0,-
ade20k,object,654,creamer,0,-
ade20k,object,655,creeper,0,-
ade20k,object,656,crevasse,0,-
ade20k,object,657,crib,0,-
ade20k,object,658,crock,0,-
ade20k,object,659,crock pot,0,-
ade20k,object,660,crock rack,0,-
ade20k,object,661,crockery,0,-
ade20k,object,662,cross,281,cross
ade20k,object,664,crosses,281,cross
ade20k,object,666,cruet,0,-
ade20k,object,667,cruet set,0,-
ade20k,object,668,crumb,0,-
ade20k,object,669,crutch,0,-
ade20k,object,670,cube,0,-
ade20k,object,671,cubicles,0,-
ade20k,object,673,cue place,0,-
ade20k,object,674,cue rack,0,-
ade20k,object,675,cue;cue stick;pool cue;pool stick,253,cue
ade20k,object,676,cues,253,cue
ade20k,object,677,cup,76,cup
ade20k,object,678,cup maker,0,-
ade20k,object,679,cups,76,cup
ade20k,object,681,curb cut,0,-
ade20k,object,682,curb;curbing;kerb,159,curb
ade20k,object,683,curbstone,0,-
ade20k,object,685,curtain cover,0,-
ade20k,object,687,curtain;drape;drapery;mantle;pall,23,curtain
ade20k,object,688,curtains,23,curtain
ade20k,object,689,cushion,34,cushion
ade20k,object,690,cushions,34,cushion
ade20k,object,691,cut slices machine,0,-
ade20k,object,692,cut table,0,-
ade20k,object,693,cutlery,0,-
ade20k,object,694,cutter,0,-
ade20k,object,695,cyclotron,0,-
ade20k,object,696,cylinder,0,-
ade20k,object,697,cymbal,0,-
ade20k,object,698,dam,0,-
ade20k,object,699,dartboard,0,-
ade20k,object,700,dashboard,0,-
ade20k,object,701,decanter,0,-
ade20k,object,702,deck,0,-
ade20k,object,703,deck boat,0,-
ade20k,object,704,deck chair;beach chair,255,deck chair
ade20k,object,705,deck chairs,255,deck chair
ade20k,object,706,deck house,0,-
ade20k,object,707,decoder,0,-
ade20k,object,708,decor,0,-
ade20k,object,709,decoration;ornament;ornamentation,298,decoration
ade20k,object,710,decorations,298,decoration
ade20k,object,711,decorative glass,0,-
ade20k,object,712,decorative wood,0,-
ade20k,object,713,deer,0,-
ade20k,object,714,deer antler,0,-
ade20k,object,715,deer head,0,-
ade20k,object,717,degree certificate,0,-
ade20k,object,718,dental chair,0,-
ade20k,object,719,dental instruments,0,-
ade20k,object,720,dental sink,0,-
ade20k,object,721,dental swivel chair,0,-
ade20k,object,722,deodorant,0,-
ade20k,object,723,desert,0,-
ade20k,object,724,desk,67,desk
ade20k,object,725,desk chair,0,-
ade20k,object,726,desk mat,0,-
ade20k,object,727,desk organizer,0,-
ade20k,object,729,developing machine,0,-
ade20k,object,730,dial,0,-
ade20k,object,731,dice,0,-
ade20k,object,734,digger,0,-
ade20k,object,735,digital clock,0,-
ade20k,object,736,diploma,0,-
ade20k,object,737,dipper,0,-
ade20k,object,738,dirt track,258,dirt track
ade20k,object,739,dish drainer,0,-
ade20k,object,740,dish rack,0,-
ade20k,object,741,dish soap,0,-
ade20k,object,742,dish towel,0,-
ade20k,object,743,dish;dish aerial;dish antenna;saucer,310,dish
ade20k,object,744,dishcloths,0,-
ade20k,object,745,dishes,0,-
ade20k,object,746,dishrag;dishcloth,235,dishrag
ade20k,object,747,dishwasher;dish washer;dishwashing machine,154,dishwasher
ade20k,object,748,disk,0,-
ade20k,object,749,disk spindle,0,-
ade20k,object,750,disks,0,-
ade20k,object,751,dispenser,0,-
ade20k,object,753,display board,0,-
ade20k,object,754,display window;shop window;shopwindow;show window,0,-
ade20k,object,755,display;video display,0,-
ade20k,object,756,disposal plant,0,-
ade20k,object,757,distaff,0,-
ade20k,object,758,ditch,0,-
ade20k,object,760,diving board,0,-
ade20k,object,761,docks,0,-
ade20k,object,762,document;written document;papers,222,document
ade20k,object,763,dog bed,0,-
ade20k,object,764,dog dish,0,-
ade20k,object,766,doily,0,-
ade20k,object,767,doll,0,-
ade20k,object,768,dollhouse,0,-
ade20k,object,769,dolmen,0,-
ade20k,object,770,dolmens,0,-
ade20k,object,771,dolphin,0,-
ade20k,object,772,dome,0,-
ade20k,object,773,donkey,0,-
ade20k,object,774,door,16,door
ade20k,object,775,door bars,0,-
ade20k,object,777,doorbell,0,-
ade20k,object,778,doorframe;doorcase,148,doorframe
ade20k,object,780,doorway arch,0,-
ade20k,object,782,dormer;dormer window,0,-
ade20k,object,783,double door,16,door
ade20k,object,784,drain,0,-
ade20k,object,785,drain pipe,0,-
ade20k,object,786,drain plug,0,-
ade20k,object,787,drain vent,0,-
ade20k,object,788,drapes,0,-
ade20k,object,789,drawer,261,drawer
ade20k,object,791,drawing,307,drawing
ade20k,object,792,drawing board,0,-
ade20k,object,793,drawing table,0,-
ade20k,object,794,drawing tables,0,-
ade20k,object,795,drawings,307,drawing
ade20k,object,798,dressing screen,0,-
ade20k,object,799,dressing table,0,-
ade20k,object,800,dried herbs,0,-
ade20k,object,801,drift ice,0,-
ade20k,object,802,drill,0,-
ade20k,object,803,drill rig,0,-
ade20k,object,804,drilling equipment,0,-
ade20k,object,805,drinking fountain,0,-
ade20k,object,806,driveway,0,-
ade20k,object,807,dropper,0,-
ade20k,object,809,drum,0,-
ade20k,object,810,drums,0,-
ade20k,object,811,dry dock,0,-
ade20k,object,812,dryer,0,-
ade20k,object,813,duck,0,-
ade20k,object,814,duck shelter,0,-
ade20k,object,815,ducks,0,-
ade20k,object,816,dumbbell,0,-
ade20k,object,817,dumbbells,0,-
ade20k,object,818,dummy,0,-
ade20k,object,819,dune,0,-
ade20k,object,820,duster,0,-
ade20k,object,821,dustpan,0,-
ade20k,object,822,dvd,0,-
ade20k,object,823,dvd box,0,-
ade20k,object,824,dvd boxes,0,-
ade20k,object,825,dvd player,0,-
ade20k,object,826,dvd players,0,-
ade20k,object,827,dvds,0,-
ade20k,object,828,dvds box,0,-
ade20k,object,829,dvds rack,0,-
ade20k,object,830,dye,0,-
ade20k,object,831,ear,0,-
ade20k,object,833,earphones,0,-
ade20k,object,834,earring,0,-
ade20k,object,835,earrings,0,-
ade20k,object,836,ears,0,-
ade20k,object,837,earth,31,earth
ade20k,object,838,earth;ground,31,earth
ade20k,object,839,easel,278,easel
ade20k,object,840,eaves,0,-
ade20k,object,841,egg,0,-
ade20k,object,842,eggs,0,-
ade20k,object,843,eiderdown;duvet;continental quilt,329,eiderdown
ade20k,object,844,electrical device,0,-
ade20k,object,845,electrical substation,0,-
ade20k,object,846,electricity box,0,-
ade20k,object,847,electricity meter,0,-
ade20k,object,848,electronic organ,0,-
ade20k,object,849,elephant,0,-
ade20k,object,851,elevator door,0,-
ade20k,object,852,elevator doors,0,-
ade20k,object,853,elevator;lift,0,-
ade20k,object,854,elliptical machine,0,-
ade20k,object,855,embankment,220,embankment
ade20k,object,856,ember,0,-
ade20k,object,857,embrasure,0,-
ade20k,object,858,engine,0,-
ade20k,object,860,entrance parking,0,-
ade20k,object,861,entrance;entranceway;entryway;entry;entree,0,-
ade20k,object,862,entry phone,0,-
ade20k,object,863,envelope,0,-
ade20k,object,864,envelopes,0,-
ade20k,object,866,equestrian obstacle,0,-
